Date,Day,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Species
18-Apr-02,18,Apr,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,28,Left foot bitten,N,Unknown
12-Apr-02,12,Apr,2002,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,45,Foot bitten,N,Unknown
9-Apr-02,9,Apr,2002,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Standing,M,43,Calf bitten,N,Bull shark
2-Apr-02,2,Apr,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,41,Two half-inch lacerations on right heel and one near small toe,N,Unknown
1-Apr-02,1,Apr,2002,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming,M,29,Upper left arm bitten,N,Unknown
25-Mar-02,25,Mar,2002,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Paddle and Boogie boarding,M,17,Left leg severed below knee,N,Tiger shark
25-Mar-02,25,Mar,2002,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Walking,F,11,Foot bitten,N,Unknown
24-Mar-02,24,Mar,2002,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,"Severe kacerations, FATAL",Y,Unknown
19-Mar-02,19,Mar,2002,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,20,Punctures on left foot and foot,N,Unknown
15-Mar-02,15,Mar,2002,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,N,Grey nurse shark
15-Mar-02,15,Mar,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,N,Spinner shark
7-Feb-02,7,Feb,2002,Boating,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Kayaking,M,35,Stern of kayak bitten/chest bruised,N,Unknown
30-Jan-02,30,Jan,2002,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,Surfing,M,20,Bruises & minor cuts,N,Tiger shark
30-Jan-02,30,Jan,2002,Unprovoked,AUSTRALIA,Western Australia,Collie River,Swimming,M,32,15 cm wound on inner thigh,N,Unknown
4-Jan-02,4,Jan,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Leg bitten & surgically amputated,N,Zambesi shark
1-Jan-02,1,Jan,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Surfing,M,26,Foot & calf bitten,N,Unknown
1-Jan-02,1,Jan,2002,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,N,Tiger shark
23-Nov-01,23,Nov,2001,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",N,Bronze whaler shark
2-Oct-01,2,Oct,2001,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,Bronze whaler shark
30-Sep-01,30,Sep,2001,Unprovoked,MEXICO,Guerrero,Ixtapa,Paddle and Boogie boarding,M,26,Hand injured,N,Tiger shark
18-Sep-01,18,Sep,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,Unknown
16-Sep-01,16,Sep,2001,Invalid,USA,Florida,"2 miles off Pompano Beach, Broward County",Diving,M,42,FATAL or drowning & scavenging,Y,Unknown
15-Sep-01,15,Sep,2001,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,N,Unknown
8-Sep-01,8,Sep,2001,Provoked,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,44,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,Unknown
7-Sep-01,7,Sep,2001,Unprovoked,USA,Florida,"Key Biscayne, Dade County",Walking,M,13,Minor injury to left leg,N,Unknown
3-Sep-01,3,Sep,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,M,28,FATAL,Y,White shark
3-Sep-01,3,Sep,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,N,White shark
2-Sep-01,2,Sep,2001,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Walking,M,20,Right calf lacerated,N,Unknown
1-Sep-01,1,Sep,2001,Unprovoked,USA,Virginia,"Sandbridge Beach, Princess Anne County",Swimming,M,10,"FATAL, thigh bitten",Y,Bull shark
31-Aug-01,31,Aug,2001,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,Fishing,M,44,Torso lacerated,N,Bull shark
29-Aug-01,29,Aug,2001,Unprovoked,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,N,Unknown
27-Aug-01,27,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,69,Heel lacerated,N,Unknown
26-Aug-01,26,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,18,Thigh & foot bitten,N,Unknown
25-Aug-01,25,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,18,Upper left thigh & right foot bitten,N,Unknown
22-Aug-01,22,Aug,2001,Unprovoked,USA,Florida,"Daytona, Volusia County",Surfing,M,17,Foot lacerated,N,Unknown
21-Aug-01,21,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,N,Unknown
19-Aug-01,19,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,N,Unknown
19-Aug-01,19,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,N,Unknown
19-Aug-01,19,Aug,2001,Unprovoked,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,N,Unknown
18-Aug-01,18,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,N,Unknown
18-Aug-01,18,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,N,Unknown
18-Aug-01,18,Aug,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,N,Blacktip shark
16-Aug-01,16,Aug,2001,Unprovoked,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Fishing,M,43,Calf bitten,N,Bull shark
4-Aug-01,4,Aug,2001,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,Unknown
15-Jul-01,15,Jul,2001,Unprovoked,USA,Florida,"Santa Rosa Island, Escambia County",Surfing,M,48,Left foot & heel lacerated,N,Unknown
15-Jul-01,15,Jul,2001,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Paddle and Boogie boarding,M,18,Foot lacerated,N,Unknown
6-Jul-01,6,Jul,2001,Unprovoked,MEXICO,Baja California,Ensenada,Surfing,M,42,Foot bitten,N,Unknown
6-Jul-01,6,Jul,2001,Unprovoked,USA,Florida,Gulf Islands National Seashore,Swimming,M,8,"Arm severed, surgically reattached",N,Bull shark
12-Jun-01,12,Jun,2001,Unprovoked,USA,Texas,Padre Island National Seashore,Swimming,M,14,Leg lacerated,N,Unknown
10-Jun-01,10,Jun,2001,Provoked,USA,California,Catalina Island,Fishing,M,52,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,White shark
3-Jun-01,3,Jun,2001,Unprovoked,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Walking,F,29,3 puncture wounds on each side of her left  hand,N,Unknown
23-May-01,23,May,2001,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,11,Shin lacerated,N,Unknown
18-May-01,18,May,2001,Provoked,PHILIPPINES,Zamboanga del Sur Province,NA,Fishing,M,24,Arm bitten PROVOKED INCIDENT,N,Unknown
8-May-01,8,May,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,26,Leg bitten,N,White shark
3-May-01,3,May,2001,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,45,Foot lacerated,N,Unknown
28-Apr-01,28,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,14,4 small lacerations on lower right leg,N,Unknown
13-Apr-01,13,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot & ankle lacerated,N,Unknown
13-Apr-01,13,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,12,Right foot & ankle lacerated,N,Unknown
12-Apr-01,12,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,38,Foot & ankle lacerated,N,Unknown
12-Apr-01,12,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Small cuts on big & pinky toes of left foot,N,Unknown
12-Apr-01,12,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,12,Foot & ankle lacerated,N,Unknown
12-Apr-01,12,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Foot lacerated,N,Unknown
11-Apr-01,11,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Minor cuts on right heel & foot,N,Unknown
11-Apr-01,11,Apr,2001,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Lacerations to top & bottom of left foot,N,Unknown
8-Apr-01,8,Apr,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,46,"Thigh, hip & buttock bitten",N,White shark
5-Apr-01,5,Apr,2001,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing,M,26,Minor lacerations to dorsum of left foot,N,Unknown
02-Ap-2001,2,Apr,2001,Unprovoked,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",Swimming,F,12,Left thigh bitten,N,Unknown
2-Apr-01,2,Apr,2001,Unprovoked,AUSTRALIA,New South Wales,Nambucca River Entrance,Surfing,M,40,Calf bitten,N,Bronze whaler shark
3-Mar-01,3,Mar,2001,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,20,FATAL,Y,Unknown
4-Feb-01,4,Feb,2001,Unprovoked,AUSTRALIA,New South Wales,Broome Head,Surfing,M,40,Leg bitten,N,Bronze whaler shark
24-Jan-01,24,Jan,2001,Boating,AUSTRALIA,New South Wales,South West Rocks,Kayaking,M,35,"No injury, shark rammed & bit kayak",N,Unknown
24-Jan-01,24,Jan,2001,Unprovoked,CUBA,Holquin Province,Off Blau Costa Verde resort,Swimming,F,55,Left arm bitten,N,Unknown
24-Dec-00,24,Dec,2000,Unprovoked,AUSTRALIA,Queensland,Flinders Cay,Diving,M,23,Hand bitten,N,Unknown
12-Dec-00,12,Dec,2000,Unprovoked,FIJI,Taveuni,Garden Island Resort,Swimming,M,47,"FATAL, leg severed",Y,Unknown
5-Dec-00,5,Dec,2000,Unprovoked,CANADA,New Brunswick,Bay of Fundy,Diving,M,30,No injury,N,Porbeagle shark
3-Dec-00,3,Dec,2000,Unprovoked,AUSTRALIA,Queensland,"Sykes Reef, Great Barrier Reef",Fishing,M,38,Left elbow and forearm bitten,N,Bronze whaler shark
21-Nov-00,21,Nov,2000,Unprovoked,AUSTRALIA,Queensland,Orpheus Island,Diving,M,28,"No injury, wetsuit & swimfin torn",N,Tiger shark
17-Nov-00,17,Nov,2000,Unprovoked,USA,Florida,"Bonita Springs, Lee County",Swimming,M,73,Right calf lacerated,N,Unknown
6-Nov-00,6,Nov,2000,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Swimming,M,52,Leg & feet lacerated,N,White shark
6-Nov-00,6,Nov,2000,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Swimming,M,49,"FATAL, torso bitten, leg severed",Y,White shark
4-Nov-00,4,Nov,2000,Unprovoked,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,M,27,Both thighs bitten,N,White shark
20-Oct-00,20,Oct,2000,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",Surfing,M,23,Leg lacerated,N,Unknown
18-Oct-00,18,Oct,2000,Unprovoked,USA,Hawaii,Olowalu,Swimming,F,56,Right side of back / torso lacerated,N,Tiger shark
14-Oct-00,14,Oct,2000,Unprovoked,USA,Florida,"South Beach, Sebastian, Indian River County",Swimming,M,69,Right hand lacerated,N,Unknown
9-Oct-00,9,Oct,2000,Unprovoked,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,M,17,Foot lacerated,N,Unknown
6-Oct-00,6,Oct,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Fingers lacerated,N,Blacktip shark
6-Oct-00,6,Oct,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,11,Right foot & heel lacerated,N,Unknown
2-Oct-00,2,Oct,2000,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,M,24,Upper left arm lacerated,N,Unknown
25-Sep-00,25,Sep,2000,Unprovoked,AUSTRALIA,South Australia,"Black Point, Eyre Peninsula",Surfing,M,17,FATAL,Y,White shark
24-Sep-00,24,Sep,2000,Unprovoked,AUSTRALIA,South Australia,Cactus Beach near Penong,Surfing,M,25,FATAL,Y,White shark
16-Sep-00,16,Sep,2000,Unprovoked,OKINAWA,Miyako Island,Sunayama Beach,Surfing,M,31,FATAL,Y,White shark
15-Sep-00,15,Sep,2000,Unprovoked,USA,Florida,"Fort Pierce Inlet, St Lucie County",Surfing,M,49,Right lower leg & ankle lacerated,N,Unknown
12-Sep-00,12,Sep,2000,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,26,Puncture wounds on knee,N,Unknown
11-Sep-00,11,Sep,2000,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,25,Finger lacerated,N,Unknown
10-Sep-00,10,Sep,2000,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,M,8,Minor injury to arm and hand,N,Unknown
10-Sep-00,10,Sep,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,Diving,M,48,Swim fin bitten,N,White shark
8-Sep-00,8,Sep,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,40,Left foot lacerated,N,Unknown
8-Sep-00,8,Sep,2000,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,27,Left arm bitten,N,Tiger shark
31-Aug-00,31,Aug,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,47,Punctures & lacerations on right foot,N,Unknown
30-Aug-00,30,Aug,2000,Unprovoked,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Playing in the water,M,69,FATAL,Y,Bull shark
15-Aug-00,15,Aug,2000,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Surfing,M,53,Left calf lacerated,N,Tiger shark
13-Aug-00,13,Aug,2000,Unprovoked,USA,Florida,"South Jacksonville Beach, Duval County",Surfing,M,27,Minor lacerations to the dorsum of the right foot,N,Juvenile shark
12-Aug-00,12,Aug,2000,Unprovoked,USA,Florida,"St. Augustine, St. Johns County",Standing,F,44,Severely bitten on lower leg,N,Blacktip shark
22-Jul-00,22,Jul,2000,Unprovoked,USA,Florida,"Big Pine Key, Monroe County",Snorkeling,F,45,Leg pinched,N,Grey nurse shark
17-Jul-00,17,Jul,2000,Unprovoked,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,16,Foot lacerated,N,Unknown
16-Jul-00,16,Jul,2000,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Surfing,M,14,Minor lacerations on foot,N,Unknown
16-Jul-00,16,Jul,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,Hand lacerated,N,Unknown
15-Jul-00,15,Jul,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Surfing,M,18,"No injury, flung off board",N,Unknown
12-Jul-00,12,Jul,2000,Unprovoked,TONGA,Minerva Reef,Treated at Nuku-alofa,Diving,M,69,Left arm bitten,N,Grey reef shark
10-Jul-00,10,Jul,2000,Unprovoked,USA,Florida,"Daytona  Beach, Volusia County",Walking,M,13,Minor laceration & 3 punctures to right foot,N,Unknown
9-Jul-00,9,Jul,2000,Unprovoked,USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",Swimming,M,41,Knee & calf lacerated,N,Unknown
7-Jul-00,7,Jul,2000,Unprovoked,USA,Texas,"Mustang Island, Corpus Christi",Playing in the water,M,5,Ankle & foot lacerated,N,Lemon shark
6-Jul-00,6,Jul,2000,Unprovoked,USA,North Carolina,"Pine Island, Corolla, Currituck County",Playing in the water,F,12,Calf lacerated,N,Tiger shark
4-Jul-00,4,Jul,2000,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Walking,F,20,Left inner thigh,N,Unknown
4-Jul-00,4,Jul,2000,Unprovoked,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County",Fishing,F,55,Lower right calf lacerated,N,Grey nurse shark
2-Jul-00,2,Jul,2000,Unprovoked,USA,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Walking,F,13,Left calf & hand lacerated,N,Unknown
2-Jul-00,2,Jul,2000,Unprovoked,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Standing,F,19,Left thigh lacerated,N,Unknown
19-Jun-00,19,Jun,2000,Unprovoked,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Right ankle lacerated,N,Unknown
10-Jun-00,10,Jun,2000,Unprovoked,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Foot lacerated,N,Blacktip shark
9-Jun-00,9,Jun,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,55,Puncture wounds on right hip and arm,N,Bull shark
9-Jun-00,9,Jun,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,44,Right forearm severed surgically amputated above elbow,N,Bull shark
2-Jun-00,2,Jun,2000,Unprovoked,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",Snorkeling,M,13,Right forearm lacerated,N,Unknown
7-May-00,7,May,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Standing,M,9,Left leg & ankle bitten,N,Unknown
14-Apr-00,14,Apr,2000,Unprovoked,USA,Florida,"On the south side of Ponce Inlet, Volusia County",Walking,M,34,Left foot lacerated,N,Unknown
30-Mar-00,30,Mar,2000,Unprovoked,AUSTRALIA,Queensland,"Main Beach, Gold Coast",Swimming,M,26,Left calf bitten,N,Unknown
26-Mar-00,26,Mar,2000,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddle and Boogie boarding,F,14,Right knee lacerated,N,Unknown
24-Mar-00,24,Mar,2000,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,37,Left hand bitten,N,Unknown
15-Mar-00,15,Mar,2000,Unprovoked,NEW CALEDONIA,North Province,Poum,Fishing,M,35,FATAL,Y,Tiger shark
3-Feb-00,3,Feb,2000,Unprovoked,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,"No injury, wetsuit punctured",N,Unknown
1-Feb-00,1,Feb,2000,Unprovoked,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Hand bitten,N,Unknown
5-Jan-00,5,Jan,2000,Unprovoked,THAILAND,Phang nga Province,Phang nga Island,Diving,M,35,FATAL,Y,Unknown
31-Dec-99,31,Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Surfing,M,15,Six puncture wounds on  leg,N,Sevengill shark
31-Dec-99,31,Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Swimming,F,13,Arm bitten,N,Sevengill shark
31-Dec-99,31,Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Swimming,F,12,A cut on her hand,N,Sevengill shark
26-Dec-99,26,Dec,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,18,"Leg bitten, surgically amputated",N,Tiger shark
6-Dec-99,6,Dec,1999,Invalid,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Fishing,M,39,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubar?o da gralha preta -  a blacktip shark, C. limbatus",N,Unknown
2-Dec-99,2,Dec,1999,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,35,Right arm & fingers lacerated,N,Unknown
30-Nov-99,30,Nov,1999,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,19,Lacerations to hand & wrist,N,Unknown
23-Nov-99,23,Nov,1999,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",Swimming,F,51,"Buttock bitten, hands lacerated",N,Tiger shark
13-Nov-99,13,Nov,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Surfing,M,35,Lower legs lacerated,N,White shark
6-Nov-99,6,Nov,1999,Unprovoked,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Swimming,M,39,Upper right thigh bitten,N,Unknown
30-Oct-99,30,Oct,1999,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Paddle and Boogie boarding,M,45,Right foot lacerated,N,Unknown
30-Oct-99,30,Oct,1999,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",Paddle and Boogie boarding,M,13,"Shark bit 8"" chunk from swim fin",N,Unknown
1-Oct-99,1,Oct,1999,Unprovoked,USA,Hawaii,Old Kona Airport State Park,Surfing,M,16,Right arm bitten,N,Tiger shark
29-Sep-99,29,Sep,1999,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Walking,M,22,3 one-inch lacerations to sole of right foot,N,Unknown
19-Sep-99,19,Sep,1999,Unprovoked,USA,California,"North of Pidgeon Point, San Mateo County",Kayaking,M,37,"No injury, but kayak scraped & dented",N,White shark
16-Sep-99,16,Sep,1999,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Walking,F,61,Thigh (posterior) bitten,N,Unknown
10-Sep-99,10,Sep,1999,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Walking,F,10,Toes lacerated,N,Unknown
5-Sep-99,5,Sep,1999,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,M,13,Right foot bitten,N,Unknown
4-Sep-99,4,Sep,1999,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Walking,M,7,Left knee nipped by captive shark PROVOKED INCIDENT,N,Unknown
4-Sep-99,4,Sep,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Walking,M,39,Right foot bitten,N,Unknown
26-Aug-99,26,Aug,1999,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,3-inch laceration to right foot,N,Unknown
23-Aug-99,23,Aug,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,M,23,Lacerations to left leg,N,Unknown
21-Aug-99,21,Aug,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Small lacerations to right foot,N,Unknown
5-Aug-99,5,Aug,1999,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,M,62,Right ankle & heel  lacerated,N,Unknown
